rank,en,pos,zh,definition,tracks,priority,issue_codes,defect_count,risk_count,heuristic_count,content_token_count,outside_vocab_ratio,advanced_token_ratio,harder_than_headword_ratio,outside_tokens,advanced_tokens
9318,fridge,n.,电冰箱,a refrigerator in which the coolant is pumped around by an electric motor,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.167,0.667,0.167,coolant,coolant|motor|pumped|refrigerator
9346,tyranny,n.,专制、暴政,a form of government in which the ruler is an absolute dictator (not restricted by a constitution or laws or opposition etc.),cet6,P3,definition_too_advanced,0,0,1,10,0.100,0.600,0.100,etc,absolute|constitution|dictator|etc|restricted|ruler
9362,plump,adj.,圆胖的、丰满的、直接下落的,the sound of a sudden heavy fall,cet6,P2,pos_definition_conflict,0,1,0,4,0.000,0.000,0.000,,
9367,gorilla,n.,大猩猩、残暴的男人、歹徒,largest anthropoid ape,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,anthropoid|ape,anthropoid|ape
9380,bowel,n.,肠、内脏、内部,the part of the alimentary canal between the stomach and the anus,postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,alimentary|anus,alimentary|anus|canal
9398,ruthless,adj.,无情的、残忍的、毫不留情的,without mercy or pity,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,pity,mercy|pity
9401,cripple,v.,严重损害、使残疾,deprive of strength or efficiency,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,deprive|efficiency
9440,tangle,n.,缠结、纠结的一团、困惑,a twisted and tangled mass that is highly interwoven,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,interwoven,interwoven|tangled|twisted
9447,digest,n.,文摘,a periodical that summarizes the news,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,periodical|summarizes
9493,vanity,n.,虚荣心、虚无、自负,the quality of being valueless or futile,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,valueless,futile|valueless
9550,sulfur,n.,硫、硫磺,an abundant tasteless odorless multivalent nonmetallic element,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,6,0.667,0.833,0.667,multivalent|nonmetallic|odorless|tasteless,abundant|multivalent|nonmetallic|odorless|tasteless
9593,luminous,adj.,发光的、明亮的,softly bright or radiant,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,radiant|softly
9598,staggering,adj.,蹒跚的、巨大的、惊人的,so surprisingly impressive as to stun or overwhelm,postgrad,P3,definition_too_advanced,0,0,1,4,0.000,1.000,0.000,,impressive|overwhelm|stun|surprisingly
9666,vibrate,v.,振动、颤动、激动,"shake, quiver, or throb",cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,throb,quiver|throb
9683,amuse,v.,消遣、娱乐、使发笑,"occupy in an agreeable, entertaining or pleasant fashion",cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.200,,agreeable|entertaining|pleasant
9711,abdomen,n.,腹部,the region of the body of a vertebrate between the thorax and the pelvis,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,5,0.600,0.600,0.600,pelvis|thorax|vertebrate,pelvis|thorax|vertebrate
9731,radiant,adj.,发光的、明亮的、辐射的,radiating or as if radiating light,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,radiating
9743,stitch,n.,一针、疼痛、针法,"a link or loop or knot made by an implement in knitting, crocheting, embroidery, or sewing",cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,9,0.111,0.667,0.222,crocheting,crocheting|embroidery|knitting|knot|loop|sewing
9758,stiffen,v.,使变硬、使僵硬、使顽强,become stiff or stiffer,cet4+cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,stiff|stiffer
9776,rigour,n.,严格、严厉、苛刻,the quality of being valid and rigorous,postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,rigorous|valid
9798,obscene,adj.,淫秽的、猥亵的、讨人厌的,designed to incite to indecency or lust,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.750,0.750,0.750,incite|indecency|lust,incite|indecency|lust
9806,turbulent,adj.,狂暴的、骚乱的、紊乱的,characterized by unrest or disorder or insubordination,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,insubordination|unrest,insubordination|unrest
9832,gloomy,adj.,抑沉的、忧闷的、黑暗的,filled with melancholy and despondency,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,despondency,despondency|melancholy
9895,pertinent,adj.,相关的、中肯的、切题的,having precise or logical relevance to the matter at hand,cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,relevance,logical|precise|relevance
9912,racket,n.,球拍、喧闹、杂乱无章,a loud and disturbing noise,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.333,noise,disturbing|loud|noise
9923,witty,adj.,富于机智的、诙谐的,combining clever conception and facetious expression,cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,facetious,clever|conception|facetious
9924,stale,n.,尿,"urinate, of cattle and horses",cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,urinate,cattle|urinate
9933,flatter,v.,奉承、阿谀、使高兴,praise somewhat dishonestly,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,dishonestly,dishonestly|praise
9982,lame,adj.,跛足的、僵痛的、不完全的,a fabric interwoven with threads of metal,cet4+cet6+postgrad,P2,definition_too_advanced|pos_definition_conflict,0,1,1,4,0.250,0.750,0.250,interwoven,fabric|interwoven|threads
10011,savage,adj.,凶猛的、野蛮的、猛烈的,a member of an uncivilized people,cet6+postgrad,P2,pos_definition_conflict,0,1,0,3,0.333,0.333,0.333,uncivilized,uncivilized
10016,willow,n.,柳树、柳木制品,any of numerous deciduous trees and shrubs of the genus Salix,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,6,0.500,0.667,0.500,deciduous|genus|salix,deciduous|genus|salix|shrubs
10076,villa,n.,别墅,Mexican revolutionary leader (1877-1923),cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,mexican,mexican|revolutionary
10077,Marxist,adj.,马克思主义的,following the ideas of Marx and Engels,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,engels|marx,engels|marx
10119,coupon,n.,息票、赠券,a negotiable certificate that can be detached and redeemed as needed,postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.800,0.600,negotiable|redeemed,certificate|detached|negotiable|redeemed
10123,grope,v.,摸索,feel about uncertainly or blindly,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,blindly|uncertainly,blindly|uncertainly
10166,hearty,adj.,诚恳的、健壮的、热烈的,showing warm and heartfelt friendliness,cet6,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,friendliness|heartfelt,friendliness|heartfelt
10183,snail,n.,蜗牛、行动迟缓的人、脑筋迟钝的人,freshwater or marine or terrestrial gastropod mollusk usually having an external enclosing spiral shell,cet6,P3,definition_too_advanced,0,0,1,10,0.400,0.700,0.400,freshwater|gastropod|mollusk|terrestrial,enclosing|freshwater|gastropod|marine|mollusk|spiral|terrestrial
10211,highland,n.,高地、苏格兰高地,"elevated (e.g., mountainous) land",postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.800,0.600,e|g,e|elevated|g|mountainous
10247,hysteria,n.,歇斯底里症、不正常的兴奋、癔病,excessive or uncontrollable fear,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,uncontrollable,excessive|uncontrollable
10285,Portuguese,n.,葡萄牙人、葡萄牙语,the Romance language spoken in Portugal and Brazil,cet4+cet6,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,brazil|portugal,brazil|portugal|romance
10392,brandy,n.,白兰地酒,distilled from wine or fermented fruit juice,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.600,fermented|juice,distilled|fermented|juice
10440,snore,n.,鼾声、打鼾,the rattling noise produced when snoring,cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,noise,noise|rattling|snoring
10443,zinc,n.,锌,a bluish-white lustrous metallic element,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,bluish|lustrous,bluish|lustrous|metallic
10491,satire,n.,讽刺文学、讽刺,witty language used to convey insults or scorn,postgrad,P3,definition_too_advanced,0,0,1,6,0.000,0.667,0.167,,convey|insults|scorn|witty
10500,wring,v.,拧、绞、扭,"twist and compress, as if in pain or anguish",cet6,P3,definition_too_advanced,0,0,1,4,0.000,0.750,0.000,,anguish|compress|twist
10530,reptile,n.,爬行动物、爬虫、卑鄙的人,"any cold-blooded vertebrate of the class Reptilia including tortoises, turtles, snakes, lizards, alligators, crocodiles, and extinct forms",cet6+postgrad,P3,definition_too_advanced,0,0,1,14,0.357,0.643,0.429,alligators|crocodiles|lizards|reptilia|vertebrate,alligators|crocodiles|extinct|lizards|reptilia|snakes|tortoises|turtles|vertebrate
10575,neuron,n.,神经原、轴索、神经细胞,a cell that is specialized to conduct nerve impulses,cet6,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.000,,impulses|nerve|specialized
10602,sparkle,n.,闪耀、火花、活力,merriment expressed by a brightness or gleam or animation of countenance,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,6,0.500,0.833,0.500,animation|countenance|merriment,animation|brightness|countenance|gleam|merriment
10731,unreliable,adj.,不可靠的,not worthy of reliance or trust,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,reliance|worthy
10996,shabby,adj.,衣衫褴褛的、低劣的、破旧的,mean and unworthy and despicable,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,despicable|unworthy,despicable|unworthy
10997,censor,n.,检查员,someone who censures or condemns,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,censures,censures|condemns
11001,overhaul,v.,分解检查、翻修、精细检查,"make repairs, renovations, revisions or adjustments to",postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.800,0.200,adjustments,adjustments|renovations|repairs|revisions
11015,scoff,v.,嘲笑、嘲弄,treat with contemptuous disregard,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,contemptuous|disregard
11066,bristle,n.,刚毛、猪鬃,a stiff fiber (coarse hair or filament),cet4+cet6,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.200,,coarse|filament|stiff
11159,thorn,n.,刺、棘、荆棘,a Germanic character of runic origin,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,germanic|runic,germanic|runic
11161,discreet,adj.,小心的、慎重的,marked by prudence or modesty and wise self-restraint,postgrad,P3,definition_too_advanced,0,0,1,6,0.000,0.667,0.333,,modesty|prudence|restraint|wise
11261,graphite,n.,石墨,used as a lubricant and as a moderator in nuclear reactors,cet6,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,lubricant|moderator,lubricant|moderator|reactors
11317,vulgar,adj.,粗俗的、庸俗的、普通的,lacking refinement or cultivation or taste,cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,cultivation|refinement,cultivation|refinement
11330,doze,v.,打瞌睡、假寐,a light fitful sleep,postgrad,P2,pos_definition_conflict,0,1,0,3,0.333,0.333,0.333,fitful,fitful
11355,primate,n.,大主教、灵长目动物,any placental mammal of the order Primates,cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,placental,mammal|placental|primates
11388,axe,n.,斧、斧头,chop or split with an ax,postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,ax|chop
11468,converse,n.,相反的事物、倒、逆向,a proposition obtained by conversion,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,conversion|proposition
11481,fearless,adj.,大胆的、勇敢的、无畏的,oblivious of dangers or perils or calmly resolute in facing them,cet6,P3,definition_too_advanced,0,0,1,6,0.333,0.667,0.500,calmly|oblivious,calmly|oblivious|perils|resolute
11487,dormant,adj.,睡眠状态的、静止的,in a condition of biological rest or suspended animation,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,animation|biological,animation|biological|suspended
11526,appal,v.,使惊骇、使吓坏,strike with disgust or revulsion,postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,revulsion,disgust|revulsion
11622,apprehend,v.,理解、忧虑、逮捕,anticipate with dread or anxiety,postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,anticipate|dread
11629,tyrant,n.,暴君,a cruel and oppressive dictator,cet6,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.333,oppressive,cruel|dictator|oppressive
11649,serpent,n.,巨蛇座、蛇、蛇形管,a firework that moves in serpentine manner when ignited,cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,serpentine,firework|ignited|serpentine
11669,streamline,v.,使精简、使效率更高,contour economically or efficiently,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,1.000,0.667,contour|efficiently,contour|economically|efficiently
11674,beggar,n.,乞丐,a pauper who lives by begging,cet4+cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,pauper,begging|pauper
11683,caress,n.,爱抚、拥抱,a gentle affectionate stroking (or something resembling it),postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.800,0.200,affectionate,affectionate|gentle|resembling|stroking
11687,fruitful,adj.,结果实的、多实的、产量多的,productive or conducive to producing in abundance,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,conducive,abundance|conducive|productive
11709,deportation,n.,驱逐出境、放逐,the expulsion from a country of an undesirable alien,cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,expulsion,alien|expulsion|undesirable
11745,mast,n.,桅、桅杆、杆,a vertical spar for supporting sails,cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,spar,sails|spar|vertical
11804,ox,n.,牛,an adult castrated bull of the genus Bos,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,5,0.600,0.800,0.600,bos|castrated|genus,bos|bull|castrated|genus
11805,wasp,n.,黄蜂、胡蜂、易怒的人,a white person of Anglo-Saxon ancestry who belongs to a Protestant denomination,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,8,0.625,0.625,0.625,ancestry|anglo|denomination|protestant|saxon,ancestry|anglo|denomination|protestant|saxon
11845,modesty,n.,谦逊、质朴、羞怯,freedom from vanity or conceit,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,conceit|vanity
11885,opium,n.,鸦片,an addictive narcotic extracted from seed capsules of the opium poppy,cet6,P3,definition_too_advanced,0,0,1,7,0.429,0.857,0.429,addictive|narcotic|poppy,addictive|capsules|extracted|narcotic|opium|poppy
11905,brute,n.,畜生、残忍或好色之人,a cruelly rapacious person,cet4+cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,cruelly|rapacious,cruelly|rapacious
11920,weaver,n.,织布者、织工,a craftsman who weaves cloth,cet6,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.333,craftsman,cloth|craftsman|weaves
11990,plumber,n.,水管工人,a craftsman who installs and repairs pipes and fixtures and appliances,postgrad,P3,definition_too_advanced,0,0,1,6,0.167,0.667,0.167,craftsman,appliances|craftsman|fixtures|repairs
11997,latent,adj.,潜在的、潜伏的,potentially existing but not presently evident or realized,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,potentially,evident|potentially|presently
12010,waterproof,n.,防水材料,any fabric impervious to water,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,impervious,fabric|impervious
12083,feeble,adj.,微弱的、衰弱的、无效的,pathetically lacking in force or effectiveness,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,effectiveness|pathetically,effectiveness|pathetically
12195,civility,n.,礼貌、礼仪,formal or perfunctory politeness,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,perfunctory|politeness,perfunctory|politeness
12224,telegram,n.,电报、一封电报,a message transmitted by telegraph,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,telegraph|transmitted
12325,antarctic,adj.,南极的、南极地带的,the region around the south pole: Antarctica and surrounding waters,cet6,P2,pos_definition_conflict,0,1,0,7,0.143,0.143,0.143,antarctica,antarctica
12379,paradoxical,adj.,似非而是的、矛盾的、诡论的,seemingly contradictory but nonetheless possibly true,postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.000,,contradictory|nonetheless|seemingly
12413,toad,n.,蟾蜍、癞蛤蟆、讨厌的家伙,any of various tailless stout-bodied amphibians with long hind limbs for leaping,cet6,P3,definition_too_advanced,0,0,1,9,0.333,0.667,0.444,amphibians|hind|tailless,amphibians|hind|leaping|limbs|stout|tailless
12415,mania,n.,狂躁、热衷、狂热,an irrational but irresistible motive for a belief or action,postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,irrational|irresistible,irrational|irresistible|motive
12516,majesty,n.,最高权威、威严、王权,impressiveness in scale or proportion,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,impressiveness,impressiveness|proportion
12600,gnaw,v.,咬、啃、侵蚀,bite or chew on with the teeth,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,bite|chew
12646,appall,v.,使丧胆、使惊骇,strike with disgust or revulsion,postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,revulsion,disgust|revulsion
12717,sneer,n.,冷笑、嘲笑,a facial expression of contempt or scorn,cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,facial,contempt|facial|scorn
12769,twinkle,n.,闪烁、闪耀、瞬息,a rapid change in brightness,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,brightness|rapid
12776,pious,adj.,虔诚的、敬神的、尽责的,having or showing or expressing reverence for a deity,cet6,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,deity|reverence,deity|reverence
12790,algebra,n.,代数学,the mathematics of generalized arithmetical operations,cet4+cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,arithmetical,arithmetical|generalized|mathematics
12813,cunning,adj.,狡猾的、巧妙的、可爱的,attractive especially by means of smallness or prettiness or quaintness,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,6,0.500,0.500,0.500,prettiness|quaintness|smallness,prettiness|quaintness|smallness
12817,sullen,adj.,愠怒的、沉闷的、阴沉的,showing a brooding ill humor,cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.500,ill,brooding|humor|ill
13150,uproar,n.,骚动、喧嚣,a state of commotion and noise and confusion,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.500,0.750,0.500,commotion|noise,commotion|confusion|noise
13154,jolly,adj.,愉快的、高兴的、宜人的,a happy party,cet4+cet6+postgrad,P2,pos_definition_conflict,0,1,0,2,0.000,0.000,0.000,,
13179,axle,n.,轴、车轴,a shaft on which a wheel rotates,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,rotates|shaft
13299,tortoise,n.,龟、行动迟缓的人,usually herbivorous land turtles having clawed elephant-like limbs,cet4+cet6,P3,definition_too_advanced,0,0,1,8,0.125,0.625,0.125,herbivorous,clawed|elephant|herbivorous|limbs|turtles
13326,stout,adj.,结实的、矮胖的、勇敢的,a strong very dark heavy-bodied ale made from pale malt and roasted unmalted barley and (often) caramel malt with hops,cet6,P2,pos_definition_conflict,0,1,0,15,0.333,0.533,0.333,ale|caramel|malt|unmalted,ale|barley|caramel|hops|malt|roasted|unmalted
13347,haste,n.,匆忙、急忙,overly eager speed (and possible carelessness),cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,carelessness|overly,carelessness|eager|overly
13455,sarcasm,n.,挖苦、讽刺、讽刺话,witty language used to convey insults or scorn,postgrad,P3,definition_too_advanced,0,0,1,6,0.000,0.667,0.000,,convey|insults|scorn|witty
13573,perseverance,n.,毅力、忍耐、锲而不舍,the act of persisting or persevering,postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,persevering|persisting
13581,saturation,n.,饱和、渗透、浸透,the act of soaking thoroughly with a liquid,cet6,P3,definition_too_advanced,0,0,1,4,0.000,0.750,0.000,,liquid|soaking|thoroughly
13582,glorify,v.,赞美、美化、赞扬,bestow glory upon,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,bestow|glory
13596,melancholy,n.,忧郁、悲哀、愁思,a feeling of thoughtful sadness,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,sadness|thoughtful
13630,hydrocarbon,n.,碳氢化合物,an organic compound containing only carbon and hydrogen,cet6,P3,definition_too_advanced,0,0,1,5,0.000,0.800,0.000,,carbon|compound|hydrogen|organic
13794,whisker,n.,腮须、胡须、一丝儿,a long stiff hair growing from the snout or brow of most mammals as e.g. a cat,cet6,P3,definition_too_advanced,0,0,1,10,0.300,0.600,0.300,e|g|snout,brow|e|g|mammals|snout|stiff
13814,hush,n.,肃静、安静、沉默,(poetic) tranquil silence,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,poetic,poetic|tranquil
13840,exclamation,n.,惊呼、激烈言词、惊叹词,an abrupt excited utterance,cet6,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.333,utterance,abrupt|excited|utterance
14005,perspiration,n.,汗、流汗、努力,salty fluid secreted by sweat glands,cet6,P3,definition_too_advanced,0,0,1,5,0.400,0.800,0.400,glands|salty,fluid|glands|salty|sweat
14064,resultant,adj.,结果的、合成的,the final point in a process,cet6+postgrad,P2,pos_definition_conflict,0,1,0,3,0.000,0.000,0.000,,
14100,crippling,word,(往复)曲折、断裂、临界的,that cripples or disables or incapacitates,cet6,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.333,incapacitates,cripples|disables|incapacitates
14139,diligent,adj.,勤勉的、用功的,quietly and steadily persevering especially in detail or exactness,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.333,0.667,0.333,exactness|quietly,exactness|persevering|quietly|steadily
14177,pail,n.,桶、提桶,the quantity contained in a pail,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,pail|quantity
14205,amplitude,n.,广阔、充足、幅度,(physics) the maximum displacement of a periodic wave,cet6,P3,definition_too_advanced,0,0,1,5,0.000,0.800,0.000,,displacement|maximum|periodic|physics
14314,stammer,v.,口吃、结结巴巴地说,a speech disorder involving hesitations and involuntary repetitions of certain sounds,cet6,P2,pos_definition_conflict,0,1,0,8,0.250,0.375,0.250,hesitations|involuntary,hesitations|involuntary|repetitions
14382,leakage,n.,漏、漏出物、泄漏,the discharge of a fluid from some container,cet6,P3,definition_too_advanced,0,0,1,3,0.000,1.000,0.000,,container|discharge|fluid
14433,cordial,n.,兴奋剂、补品,politely warm and friendly,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,friendly|politely,friendly|politely
14495,hateful,adj.,憎恨的、可恨的、可恶的,evoking or deserving hatred,cet4+cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,evoking|hatred
14655,spherical,adj.,球的、球面的、球状的,of or relating to spheres or resembling a sphere,cet6,P3,definition_too_advanced,0,0,1,4,0.000,0.750,0.000,,resembling|sphere|spheres
14740,blacksmith,n.,铁匠,a smith who forges and shapes iron with a hammer and anvil,cet6,P3,definition_too_advanced,0,0,1,6,0.333,0.667,0.333,anvil|smith,anvil|forges|hammer|smith
14858,courteous,adj.,彬彬有礼、谦恭的,exhibiting courtesy and politeness,cet6,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.333,politeness,courtesy|exhibiting|politeness
14920,radish,n.,小萝卜,pungent fleshy edible root,cet4+cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.500,0.750,0.500,fleshy|pungent,edible|fleshy|pungent
14953,southwards,adv.,在南方,the cardinal compass point that is at 180 degrees,cet6,P2,pos_definition_conflict,0,1,0,4,0.000,0.500,0.250,,cardinal|compass
14955,rubbish,n.,废物、垃圾、胡说,worthless material that is to be disposed of,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,disposed|worthless
15048,stuffy,adj.,闷热的、窒息的、乏味的,affected with a sensation of stoppage or obstruction,cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,stoppage,obstruction|sensation|stoppage
15292,filth,n.,污秽、不洁、猥亵,any substance considered disgustingly foul or unpleasant,cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,disgustingly,disgustingly|foul|unpleasant
15363,vaccinate,v.,预防接种,perform vaccinations or produce immunity in by inoculation,cet6,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,inoculation|vaccinations,immunity|inoculation|vaccinations
15579,slumber,n.,睡眠、麻木状态,a dormant or quiescent state,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,quiescent,dormant|quiescent
16007,degenerate,adj.,堕落的,unrestrained by convention or morality,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,unrestrained,morality|unrestrained
16587,quartz,n.,石英,a hard glossy mineral consisting of silicon dioxide in crystal form,cet6+postgrad,P3,definition_too_advanced,0,0,1,8,0.250,0.625,0.250,glossy|mineral,crystal|dioxide|glossy|mineral|silicon
16774,ramble,n.,漫步、随笔,an aimless amble on a winding course,cet6,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,aimless|amble,aimless|amble
16805,monotonous,adj.,单调的、无变化的,tediously repetitious or lacking in variety,postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,repetitious|tediously,repetitious|tediously
16823,longitude,n.,经度、经线,the angular distance between a point on any meridian and the prime meridian at Greenwich,cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,7,0.571,0.571,0.571,angular|greenwich|meridian,angular|greenwich|meridian
16953,gunpowder,n.,火药,"a mixture of potassium nitrate, charcoal, and sulfur in a 75:15:10 ratio which is used in gunnery, time fuses, and fireworks",cet4+cet6,P3,definition_too_advanced,0,0,1,11,0.273,0.727,0.273,gunnery|nitrate|potassium,charcoal|fireworks|fuses|gunnery|nitrate|potassium|ratio|sulfur
17034,axial,adj.,轴的、成轴的、轴向的,of or relating to or resembling an axis of rotation,cet6,P3,definition_too_advanced,0,0,1,4,0.000,0.750,0.000,,axis|resembling|rotation
17096,stewardess,n.,空中小姐、女管理人、女管家,a woman steward on an airplane,cet4+cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,airplane|steward
17159,theorem,n.,定理、原理,a proposition deducible from basic postulates,cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,deducible,deducible|postulates|proposition
